state,response,education,employmentstatus,marital_status,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,F,M,coverage_endoced,location_code_endoced
California,No,master_&_dr,Unemployed,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize,1.0,0.0,1.0,0.0
Oregon,No,College,Unemployed,Single,Corporate ,Offer2,Branch,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
California,No,Bachelor,Unemployed,Single,Personal ,Offer2,Agent,Four-Door Car,Small,0.0,1.0,1.0,1.0
Oregon,No,College,Employed,Married,Personal ,Offer2,Agent,Two-Door Car,Medsize,0.0,1.0,0.0,0.0
Arizona,No,master_&_dr,Employed,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Oregon,Yes,College,Employed,Married,Personal ,Offer2,Agent,Four-Door Car,Large,0.0,1.0,0.0,1.0
Oregon,No,High School or Below,Unemployed,Married,Personal ,Offer3,Agent,SUV,Medsize,1.0,0.0,0.0,1.0
Arizona,No,master_&_dr,Employed,Married,Personal ,Offer3,Call Center,Four-Door Car,Medsize,0.0,1.0,0.0,2.0
Oregon,No,College,Employed,Married,Personal ,Offer4,Call Center,Two-Door Car,Medsize,0.0,1.0,0.0,1.0
Arizona,No,master_&_dr,Employed,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
California,No,College,Employed,Married,Personal ,Offer4,Branch,Four-Door Car,Medsize,1.0,0.0,1.0,2.0
Oregon,Yes,Bachelor,Employed,Married,Special ,Offer2,Agent,Four-Door Car,Small,1.0,0.0,1.0,1.0
Arizona,Yes,High School or Below,Unemployed,Married,Corporate ,Offer2,Call Center,Two-Door Car,Medsize,0.0,1.0,0.0,1.0
California,No,High School or Below,Employed,Married,Personal ,Offer2,Web,SUV,Medsize,0.0,1.0,1.0,2.0
Washington,No,Bachelor,Unemployed,Married,Corporate ,Offer3,Web,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
Oregon,No,High School or Below,Employed,Married,Personal ,Offer2,Web,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Arizona,No,High School or Below,Employed,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Arizona,No,High School or Below,Unemployed,Single,Personal ,Offer1,Agent,Luxury Car,Small,0.0,1.0,0.0,1.0
Nevada,No,Bachelor,Unemployed,Single,Personal ,Offer2,Agent,Four-Door Car,Large,1.0,0.0,0.0,1.0
Nevada,No,High School or Below,Employed,Married,Corporate ,Offer2,Call Center,Two-Door Car,Medsize,0.0,1.0,0.0,0.0
Nevada,No,Bachelor,Employed,Married,Corporate ,Offer4,Call Center,Two-Door Car,Medsize,1.0,0.0,0.0,0.0
Arizona,No,College,Employed,Divorced,Personal ,Offer1,Agent,SUV,Medsize,1.0,0.0,0.0,1.0
Nevada,No,Bachelor,Unemployed,Single,Personal ,Offer1,Call Center,SUV,Small,1.0,0.0,0.0,1.0
California,Yes,Bachelor,Employed,Married,Personal ,Offer2,Call Center,Two-Door Car,Medsize,1.0,0.0,1.0,1.0
California,No,master_&_dr,Employed,Married,Personal ,Offer1,Agent,Sports Car,Medsize,0.0,1.0,2.0,0.0
Washington,No,High School or Below,Employed,Married,Personal ,Offer4,Call Center,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Arizona,No,High School or Below,Unemployed,Married,Corporate ,Offer1,Agent,SUV,Small,1.0,0.0,0.0,1.0
Washington,No,Bachelor,Unemployed,Single,Personal ,Offer2,Call Center,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
Arizona,No,High School or Below,Unemployed,Single,Personal ,Offer4,Call Center,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
California,No,High School or Below,Employed,Divorced,Corporate ,Offer1,Call Center,SUV,Medsize,1.0,0.0,1.0,1.0
California,Yes,High School or Below,Employed,Single,Personal ,Offer1,Agent,SUV,Small,1.0,0.0,0.0,2.0
Arizona,No,College,Employed,Married,Corporate ,Offer3,Agent,Four-Door Car,Small,1.0,0.0,0.0,1.0
California,No,Bachelor,Employed,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Oregon,No,High School or Below,Unemployed,Single,Personal ,Offer1,Web,Sports Car,Medsize,0.0,1.0,1.0,1.0
California,No,master_&_dr,Employed,Married,Personal ,Offer1,Agent,SUV,Small,1.0,0.0,1.0,0.0
Arizona,No,master_&_dr,Employed,Married,Special ,Offer2,Call Center,Two-Door Car,Large,0.0,1.0,0.0,2.0
Arizona,No,High School or Below,Unemployed,Single,Personal ,Offer3,Branch,Two-Door Car,Medsize,1.0,0.0,0.0,1.0
Oregon,Yes,master_&_dr,Unemployed,Married,Personal ,Offer1,Agent,Two-Door Car,Medsize,1.0,0.0,0.0,2.0
Washington,Yes,High School or Below,Employed,Single,Personal ,Offer2,Web,SUV,Medsize,0.0,1.0,0.0,1.0
Oregon,Yes,High School or Below,Unemployed,Divorced,Personal ,Offer1,Agent,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Arizona,No,Bachelor,Employed,Married,Personal ,Offer1,Agent,Four-Door Car,Small,1.0,0.0,1.0,1.0
Oregon,No,High School or Below,Employed,Married,Corporate ,Offer2,Agent,Four-Door Car,Medsize,1.0,0.0,1.0,0.0
Oregon,No,Bachelor,Employed,Single,Personal ,Offer1,Call Center,SUV,Medsize,1.0,0.0,1.0,1.0
Nevada,No,College,Unemployed,Single,Personal ,Offer3,Call Center,Four-Door Car,Small,1.0,0.0,0.0,1.0
California,No,College,Employed,Single,Personal ,Offer1,Agent,SUV,Medsize,0.0,1.0,0.0,1.0
Washington,No,College,Employed,Married,Personal ,Offer4,Branch,Four-Door Car,Large,0.0,1.0,0.0,2.0
Washington,No,College,Employed,Married,Personal ,Offer1,Agent,SUV,Medsize,1.0,0.0,0.0,0.0
California,No,Bachelor,Unemployed,Single,Personal ,Offer2,Agent,SUV,Medsize,0.0,1.0,0.0,1.0
California,No,Bachelor,Employed,Married,Personal ,Offer2,Web,Four-Door Car,Medsize,1.0,0.0,2.0,1.0
Arizona,Yes,High School or Below,Employed,Single,Personal ,Offer2,Call Center,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Arizona,No,High School or Below,Unemployed,Married,Personal ,Offer2,Agent,Two-Door Car,Medsize,1.0,0.0,1.0,1.0
Nevada,No,High School or Below,Unemployed,Married,Personal ,Offer3,Agent,Two-Door Car,Medsize,0.0,1.0,1.0,1.0
Oregon,No,master_&_dr,Unemployed,Single,Personal ,Offer1,Agent,Four-Door Car,Large,0.0,1.0,0.0,1.0
Arizona,No,Bachelor,Employed,Married,Personal ,Offer1,Agent,Two-Door Car,Medsize,0.0,1.0,2.0,1.0
Oregon,No,High School or Below,Unemployed,Divorced,Personal ,Offer3,Branch,SUV,Small,0.0,1.0,2.0,1.0
Oregon,No,High School or Below,Employed,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize,0.0,1.0,0.0,0.0
California,No,High School or Below,Unemployed,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
California,No,Bachelor,Unemployed,Single,Personal ,Offer4,Branch,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
Oregon,No,High School or Below,Employed,Married,Personal ,Offer1,Branch,SUV,Medsize,1.0,0.0,1.0,1.0
Oregon,No,College,Employed,Single,Personal ,Offer1,Web,Four-Door Car,Medsize,0.0,1.0,1.0,0.0
Oregon,No,Bachelor,Unemployed,Single,Corporate ,Offer2,Agent,Four-Door Car,Small,0.0,1.0,0.0,1.0
Arizona,No,College,Employed,Married,Special ,Offer3,Branch,Two-Door Car,Large,0.0,1.0,0.0,2.0
California,No,High School or Below,Employed,Married,Personal ,Offer2,Call Center,SUV,Medsize,1.0,0.0,0.0,0.0
Washington,No,Bachelor,Employed,Married,Personal ,Offer2,Branch,Four-Door Car,Small,0.0,1.0,0.0,1.0
California,No,High School or Below,Unemployed,Married,Personal ,Offer3,Agent,Two-Door Car,Medsize,1.0,0.0,0.0,1.0
Washington,No,High School or Below,Employed,Married,Personal ,Offer2,Web,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
California,Yes,High School or Below,Employed,Married,Corporate ,Offer2,Agent,Sports Car,Medsize,0.0,1.0,0.0,0.0
California,No,master_&_dr,Unemployed,Married,Personal ,Offer1,Agent,SUV,Medsize,1.0,0.0,0.0,1.0
Arizona,No,Bachelor,Unemployed,Divorced,Personal ,Offer2,Agent,Four-Door Car,Large,0.0,1.0,1.0,1.0
Washington,No,Bachelor,Employed,Single,Corporate ,Offer1,Agent,Four-Door Car,Medsize,0.0,1.0,0.0,2.0
Oregon,No,College,Employed,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize,1.0,0.0,0.0,2.0
Nevada,No,High School or Below,Employed,Married,Personal ,Offer4,Web,Four-Door Car,Small,1.0,0.0,0.0,2.0
Oregon,No,College,Employed,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
Oregon,Yes,College,Employed,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize,1.0,0.0,1.0,2.0
California,No,Bachelor,Employed,Single,Personal ,Offer2,Branch,Two-Door Car,Medsize,1.0,0.0,0.0,0.0
California,No,Bachelor,Unemployed,Single,Corporate ,Offer3,Branch,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
Nevada,No,High School or Below,Unemployed,Single,Personal ,Offer1,Agent,Four-Door Car,Small,1.0,0.0,1.0,1.0
Oregon,No,Bachelor,Employed,Married,Corporate ,Offer4,Web,SUV,Medsize,0.0,1.0,0.0,2.0
California,Yes,High School or Below,Employed,Divorced,Personal ,Offer1,Agent,Four-Door Car,Medsize,0.0,1.0,1.0,0.0
Nevada,No,Bachelor,Employed,Single,Personal ,Offer3,Web,Four-Door Car,Small,1.0,0.0,1.0,1.0
Arizona,Yes,High School or Below,Employed,Married,Personal ,Offer2,Call Center,Four-Door Car,Small,0.0,1.0,0.0,1.0
California,No,Bachelor,Unemployed,Married,Personal ,Offer1,Branch,Sports Car,Large,1.0,0.0,1.0,1.0
Oregon,No,College,Employed,Married,Personal ,Offer2,Branch,Two-Door Car,Medsize,1.0,0.0,0.0,0.0
Oregon,No,Bachelor,Unemployed,Divorced,Personal ,Offer1,Web,Two-Door Car,Medsize,1.0,0.0,0.0,1.0
Arizona,No,master_&_dr,Employed,Married,Personal ,Offer3,Web,Four-Door Car,Medsize,1.0,0.0,2.0,2.0
Washington,No,High School or Below,Unemployed,Single,Personal ,Offer3,Agent,Luxury Car,Medsize,0.0,1.0,1.0,1.0
Oregon,No,Bachelor,Employed,Single,Personal ,Offer2,Web,SUV,Medsize,0.0,1.0,0.0,2.0
Arizona,No,College,Employed,Single,Corporate ,Offer4,Branch,SUV,Medsize,0.0,1.0,0.0,1.0
Arizona,No,Bachelor,Employed,Married,Personal ,Offer1,Call Center,Four-Door Car,Medsize,1.0,0.0,0.0,2.0
Oregon,No,Bachelor,Employed,Married,Corporate ,Offer3,Branch,Two-Door Car,Medsize,1.0,0.0,0.0,0.0
Oregon,No,High School or Below,Employed,Single,Personal ,Offer2,Branch,Luxury SUV,Medsize,1.0,0.0,0.0,2.0
Oregon,No,Bachelor,Employed,Married,Personal ,Offer4,Agent,SUV,Small,1.0,0.0,1.0,1.0
Arizona,No,Bachelor,Employed,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize,1.0,0.0,0.0,2.0
California,No,Bachelor,Employed,Married,Special ,Offer1,Agent,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
California,No,Bachelor,Employed,Married,Personal ,Offer1,Web,Four-Door Car,Medsize,0.0,1.0,1.0,0.0
Oregon,No,College,Unemployed,Married,Corporate ,Offer2,Branch,Two-Door Car,Medsize,0.0,1.0,0.0,1.0
Oregon,Yes,Bachelor,Unemployed,Married,Personal ,Offer2,Agent,Two-Door Car,Medsize,0.0,1.0,1.0,1.0
Nevada,No,Bachelor,Employed,Married,Personal ,Offer1,Call Center,Two-Door Car,Medsize,1.0,0.0,2.0,0.0
Oregon,No,High School or Below,Employed,Divorced,Corporate ,Offer4,Agent,Four-Door Car,Small,1.0,0.0,0.0,1.0
Oregon,Yes,College,Unemployed,Single,Corporate ,Offer1,Branch,Four-Door Car,Small,1.0,0.0,1.0,1.0
Arizona,No,High School or Below,Unemployed,Married,Personal ,Offer1,Agent,SUV,Medsize,1.0,0.0,2.0,1.0
California,No,master_&_dr,Unemployed,Married,Personal ,Offer4,Call Center,Two-Door Car,Medsize,0.0,1.0,1.0,1.0
Nevada,No,College,Employed,Married,Personal ,Offer3,Call Center,SUV,Medsize,1.0,0.0,0.0,0.0
Oregon,No,Bachelor,Employed,Married,Personal ,Offer2,Branch,Two-Door Car,Medsize,0.0,1.0,1.0,2.0
Arizona,No,College,Unemployed,Divorced,Special ,Offer4,Agent,Two-Door Car,Large,0.0,1.0,1.0,1.0
Oregon,No,Bachelor,Unemployed,Single,Personal ,Offer1,Call Center,Two-Door Car,Medsize,0.0,1.0,0.0,1.0
California,No,High School or Below,Unemployed,Single,Personal ,Offer2,Branch,Two-Door Car,Medsize,1.0,0.0,1.0,1.0
California,No,High School or Below,Employed,Married,Personal ,Offer4,Agent,Two-Door Car,Small,1.0,0.0,1.0,1.0
Oregon,No,College,Employed,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize,1.0,0.0,0.0,2.0
Oregon,No,Bachelor,Unemployed,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
California,No,College,Unemployed,Single,Personal ,Offer4,Branch,Four-Door Car,Large,0.0,1.0,0.0,1.0
California,No,Bachelor,Employed,Married,Personal ,Offer3,Call Center,Four-Door Car,Medsize,0.0,1.0,0.0,0.0
Nevada,No,High School or Below,Unemployed,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
Oregon,No,College,Employed,Married,Personal ,Offer3,Web,Two-Door Car,Large,1.0,0.0,0.0,1.0
California,No,master_&_dr,Unemployed,Married,Personal ,Offer2,Agent,Four-Door Car,Small,0.0,1.0,1.0,1.0
California,Yes,Bachelor,Employed,Married,Corporate ,Offer2,Agent,Two-Door Car,Medsize,0.0,1.0,0.0,1.0
Oregon,No,College,Unemployed,Single,Personal ,Offer4,Branch,Two-Door Car,Large,0.0,1.0,0.0,1.0
Washington,Yes,High School or Below,Unemployed,Single,Special ,Offer2,Call Center,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
Oregon,No,High School or Below,Unemployed,Single,Personal ,Offer1,Web,SUV,Small,1.0,0.0,0.0,1.0
Washington,No,High School or Below,Employed,Divorced,Corporate ,Offer4,Call Center,Two-Door Car,Large,0.0,1.0,0.0,1.0
Arizona,Yes,High School or Below,Employed,Married,Personal ,Offer2,Agent,Four-Door Car,Small,0.0,1.0,0.0,1.0
Nevada,No,College,Employed,Single,Corporate ,Offer1,Web,Four-Door Car,Medsize,1.0,0.0,2.0,1.0
Nevada,No,College,Employed,Single,Personal ,Offer3,Call Center,SUV,Medsize,1.0,0.0,1.0,2.0
Oregon,No,College,Employed,Married,Special ,Offer4,Call Center,Four-Door Car,Medsize,1.0,0.0,1.0,2.0
California,No,College,Employed,Married,Personal ,Offer1,Agent,Two-Door Car,Small,0.0,1.0,0.0,1.0
Oregon,No,Bachelor,Unemployed,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Oregon,Yes,High School or Below,Employed,Single,Personal ,Offer2,Branch,Two-Door Car,Small,0.0,1.0,1.0,1.0
Arizona,No,Bachelor,Employed,Married,Special ,Offer2,Call Center,SUV,Medsize,0.0,1.0,0.0,1.0
Oregon,No,Bachelor,Unemployed,Single,Personal ,Offer1,Branch,Two-Door Car,Medsize,0.0,1.0,0.0,1.0
Arizona,No,Bachelor,Employed,Married,Personal ,Offer1,Call Center,SUV,Medsize,1.0,0.0,0.0,0.0
Nevada,No,College,Unemployed,Single,Corporate ,Offer3,Agent,Two-Door Car,Medsize,0.0,1.0,0.0,1.0
Arizona,No,Bachelor,Employed,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize,1.0,0.0,1.0,0.0
Oregon,No,Bachelor,Unemployed,Single,Personal ,Offer2,Agent,Luxury Car,Medsize,1.0,0.0,0.0,1.0
Arizona,No,master_&_dr,Employed,Married,Corporate ,Offer1,Agent,Four-Door Car,Medsize,1.0,0.0,1.0,0.0
Oregon,No,College,Employed,Married,Corporate ,Offer1,Agent,SUV,Large,1.0,0.0,0.0,1.0
Arizona,No,College,Employed,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize,1.0,0.0,0.0,2.0
Oregon,No,Bachelor,Employed,Married,Personal ,Offer4,Web,Two-Door Car,Large,0.0,1.0,0.0,2.0
Washington,No,High School or Below,Unemployed,Married,Personal ,Offer1,Web,Four-Door Car,Medsize,1.0,0.0,0.0,0.0
Arizona,No,Bachelor,Employed,Married,Personal ,Offer2,Agent,Four-Door Car,Small,0.0,1.0,1.0,1.0
Arizona,No,master_&_dr,Employed,Married,Personal ,Offer2,Web,SUV,Medsize,0.0,1.0,0.0,0.0
Arizona,No,College,Unemployed,Single,Personal ,Offer3,Agent,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
California,No,Bachelor,Employed,Married,Personal ,Offer2,Branch,SUV,Medsize,1.0,0.0,0.0,2.0
Oregon,No,High School or Below,Employed,Married,Personal ,Offer2,Web,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
Arizona,No,Bachelor,Employed,Married,Corporate ,Offer2,Agent,Two-Door Car,Large,1.0,0.0,0.0,1.0
California,No,Bachelor,Unemployed,Single,Personal ,Offer1,Branch,SUV,Medsize,1.0,0.0,1.0,1.0
California,No,College,Employed,Married,Corporate ,Offer1,Branch,Four-Door Car,Large,1.0,0.0,0.0,1.0
Oregon,No,Bachelor,Employed,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize,0.0,1.0,0.0,0.0
California,No,Bachelor,Employed,Divorced,Personal ,Offer4,Call Center,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
California,No,High School or Below,Employed,Single,Personal ,Offer1,Call Center,Sports Car,Medsize,0.0,1.0,1.0,0.0
California,No,High School or Below,Unemployed,Single,Personal ,Offer2,Call Center,Four-Door Car,Small,0.0,1.0,0.0,1.0
Oregon,No,College,Unemployed,Single,Corporate ,Offer2,Branch,Four-Door Car,Medsize,1.0,0.0,2.0,1.0
Oregon,No,High School or Below,Unemployed,Single,Personal ,Offer1,Web,Four-Door Car,Medsize,1.0,0.0,1.0,1.0
California,No,Bachelor,Unemployed,Single,Personal ,Offer2,Agent,Four-Door Car,Small,0.0,1.0,0.0,1.0
Arizona,No,Bachelor,Unemployed,Divorced,Personal ,Offer1,Branch,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
California,No,master_&_dr,Employed,Married,Personal ,Offer2,Web,Four-Door Car,Medsize,1.0,0.0,1.0,2.0
Oregon,No,master_&_dr,Employed,Married,Personal ,Offer2,Call Center,SUV,Large,0.0,1.0,0.0,0.0
Washington,Yes,College,Employed,Single,Corporate ,Offer2,Agent,Four-Door Car,Medsize,0.0,1.0,0.0,2.0
Oregon,No,High School or Below,Unemployed,Divorced,Corporate ,Offer1,Branch,Four-Door Car,Medsize,1.0,0.0,1.0,1.0
Oregon,No,College,Employed,Married,Personal ,Offer1,Agent,SUV,Medsize,0.0,1.0,0.0,0.0
Nevada,No,Bachelor,Unemployed,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize,0.0,1.0,0.0,0.0
Oregon,No,High School or Below,Employed,Married,Personal ,Offer2,Call Center,Four-Door Car,Large,1.0,0.0,0.0,1.0
California,No,High School or Below,Employed,Married,Corporate ,Offer3,Web,Luxury Car,Medsize,0.0,1.0,0.0,0.0
Oregon,No,Bachelor,Employed,Married,Corporate ,Offer2,Call Center,Four-Door Car,Medsize,1.0,0.0,1.0,2.0
California,No,Bachelor,Unemployed,Single,Personal ,Offer3,Call Center,Four-Door Car,Medsize,0.0,1.0,0.0,2.0
California,No,Bachelor,Unemployed,Divorced,Personal ,Offer2,Branch,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
Nevada,No,master_&_dr,Unemployed,Divorced,Personal ,Offer1,Branch,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
Oregon,Yes,College,Employed,Married,Personal ,Offer2,Call Center,Two-Door Car,Large,1.0,0.0,1.0,0.0
California,No,master_&_dr,Employed,Married,Personal ,Offer2,Agent,SUV,Large,0.0,1.0,1.0,2.0
Oregon,No,Bachelor,Employed,Married,Personal ,Offer2,Call Center,SUV,Medsize,0.0,1.0,0.0,1.0
California,No,Bachelor,Unemployed,Married,Personal ,Offer1,Agent,Luxury SUV,Medsize,1.0,0.0,1.0,1.0
Washington,No,College,Employed,Married,Corporate ,Offer1,Agent,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Arizona,No,College,Employed,Married,Personal ,Offer1,Agent,SUV,Medsize,0.0,1.0,0.0,1.0
Arizona,No,High School or Below,Unemployed,Married,Personal ,Offer4,Branch,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
Oregon,No,master_&_dr,Employed,Married,Corporate ,Offer1,Branch,Two-Door Car,Small,0.0,1.0,1.0,1.0
Oregon,No,High School or Below,Employed,Married,Corporate ,Offer4,Branch,Two-Door Car,Large,0.0,1.0,0.0,1.0
Nevada,No,College,Employed,Married,Personal ,Offer4,Branch,SUV,Medsize,1.0,0.0,1.0,1.0
California,Yes,Bachelor,Employed,Married,Corporate ,Offer2,Call Center,Four-Door Car,Medsize,0.0,1.0,0.0,0.0
Oregon,No,High School or Below,Unemployed,Married,Corporate ,Offer3,Agent,SUV,Small,0.0,1.0,0.0,1.0
California,No,College,Employed,Divorced,Corporate ,Offer1,Call Center,SUV,Large,1.0,0.0,0.0,1.0
Nevada,No,Bachelor,Employed,Married,Personal ,Offer1,Agent,Sports Car,Medsize,0.0,1.0,1.0,2.0
California,No,High School or Below,Unemployed,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Arizona,No,master_&_dr,Employed,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
Oregon,No,High School or Below,Employed,Married,Personal ,Offer1,Agent,Four-Door Car,Small,1.0,0.0,0.0,1.0
Oregon,No,College,Employed,Married,Corporate ,Offer3,Branch,Two-Door Car,Small,0.0,1.0,1.0,1.0
Oregon,No,master_&_dr,Employed,Married,Personal ,Offer1,Web,Four-Door Car,Medsize,1.0,0.0,1.0,2.0
Nevada,No,High School or Below,Employed,Single,Special ,Offer1,Agent,SUV,Medsize,0.0,1.0,0.0,1.0
Nevada,No,Bachelor,Employed,Married,Personal ,Offer2,Call Center,SUV,Small,0.0,1.0,0.0,2.0
Oregon,No,Bachelor,Employed,Married,Corporate ,Offer3,Branch,Four-Door Car,Medsize,1.0,0.0,1.0,1.0
California,No,Bachelor,Employed,Married,Personal ,Offer2,Web,SUV,Medsize,1.0,0.0,0.0,0.0
Nevada,No,College,Unemployed,Divorced,Personal ,Offer1,Branch,SUV,Large,0.0,1.0,0.0,1.0
Oregon,No,Bachelor,Employed,Married,Corporate ,Offer1,Branch,SUV,Medsize,1.0,0.0,2.0,0.0
Washington,Yes,College,Employed,Single,Corporate ,Offer2,Call Center,Four-Door Car,Small,0.0,1.0,0.0,1.0
Oregon,No,College,Employed,Single,Personal ,Offer1,Web,Sports Car,Medsize,1.0,0.0,0.0,2.0
Oregon,No,College,Employed,Married,Personal ,Offer4,Branch,Two-Door Car,Medsize,0.0,1.0,0.0,1.0
Oregon,Yes,College,Unemployed,Single,Personal ,Offer1,Web,Two-Door Car,Medsize,1.0,0.0,0.0,1.0
Washington,No,High School or Below,Employed,Married,Personal ,Offer4,Agent,Two-Door Car,Medsize,0.0,1.0,1.0,1.0
Nevada,No,master_&_dr,Employed,Single,Personal ,Offer2,Web,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
Arizona,No,Bachelor,Employed,Single,Personal ,Offer4,Web,Four-Door Car,Medsize,0.0,1.0,1.0,1.0
Oregon,No,High School or Below,Unemployed,Single,Personal ,Offer2,Agent,Luxury Car,Small,0.0,1.0,1.0,1.0
Arizona,No,High School or Below,Unemployed,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
California,No,College,Employed,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize,1.0,0.0,1.0,2.0
Washington,Yes,High School or Below,Unemployed,Married,Personal ,Offer3,Web,Four-Door Car,Medsize,0.0,1.0,0.0,1.0
California,No,Bachelor,Unemployed,Married,Personal ,Offer2,Agent,Four-Door Car,Small,0.0,1.0,1.0,1.0
Oregon,No,College,Unemployed,Married,Corporate ,Offer2,Agent,SUV,Small,0.0,1.0,1.0,1.0
California,No,College,Employed,Married,Personal ,Offer1,Agent,Four-Door Car,Small,1.0,0.0,0.0,0.0
Oregon,No,Bachelor,Unemployed,Divorced,Personal ,Offer1,Branch,Four-Door Car,Medsize,1.0,0.0,0.0,0.0
California,No,master_&_dr,Employed,Single,Personal ,Offer3,Branch,Four-Door Car,Medsize,1.0,0.0,0.0,1.0
Oregon,No,Bachelor,Employed,Married,Personal ,Offer2,Web,Four-Door Car,Large,0.0,1.0,1.0,2.0
Oregon,No,Bachelor,Employed,Married,Personal ,Offer1,Agent,SUV,Medsize,0.0,1.0,1.0,1.0
California,No,Bachelor,Employed,Married,Personal ,Offer2,Agent,Two-Door Car,Large,0.0,1.0,0.0,2.0
Arizona,No,High School or Below,Unemployed,Single,Personal ,Offer4,Web,SUV,Medsize,0.0,1.0,0.0,1.0
Arizona,No,Bachelor,Employed,Married,Personal ,Offer1,Call Center,Four-Door Car,Medsize,0.0,1.0,1.0,2.0
Nevada,No,Bachelor,Unemployed,Married,Personal ,Offer1,Web,SUV,Medsize,1.0,0.0,0.0,1.0
Oregon,No,College,Employed,Divorced,Personal ,Offer2,Branch,SUV,Medsize,0.0,1.0,0.0,2.0
Oregon,No,master_&_dr,Unemployed,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize,0.0,1.0,0.0,0.0
Oregon,No,College,Employed,Married,Personal ,Offer2,Web,Four-Door Car,Medsize,0.0,1.0,0.0,0.0
California,No,College,Employed,Married,Corporate ,Offer2,Call Center,Two-Door Car,Medsize,0.0,1.0,1.0,2.0
Washington,No,College,Employed,Divorced,Personal ,Offer1,Agent,Four-Door Car,Medsize,1.0,0.0,0.0,0.0
Arizona,No,Bachelor,Employed,Married,Corporate ,Offer2,Web,SUV,Large,1.0,0.0,2.0,0.0
Washington,No,master_&_dr,Employed,Married,Personal ,Offer2,Branch,Two-Door Car,Medsize,0.0,1.0,0.0,0.0
Oregon,No,High School or Below,Employed,Divorced,Personal ,Offer3,Web,SUV,Large,1.0,0.0,0.0,1.0
Washington,No,Bachelor,Employed,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize,0.0,1.0,0.0,0.0
Oregon,No,High School or Below,Unemployed,Single,Personal ,Offer4,Web,Four-Door Car,Small,0.0,1.0,0.0,1.0
California,No,Bachelor,Unemployed,Married,Personal ,Offer2,Call Center,Two-Door Car,Medsize,0.0,1.0,0.0,2.0
Oregon,No,College,Employed,Married,Corporate ,Offer2,Branch,Four-Door Car,Small,1.0,0.0,2.0,1.0
Nevada,No,Bachelor,Employed,Married,Personal ,Offer2,Agent,Two-Door Car,Small,0.0,1.0,0.0,1.0
Arizona,No,High School or Below,Employed,Married,Personal ,Offer4,Agent,Four-Door Car,Small,0.0,1.0,0.0,0.0
Nevada,No,master_&_dr,Unemployed,Married,Personal ,Offer2,Branch,SUV,Medsize,0.0,1.0,0.0,1.0
